gene	length	distribution
7019	1	(prob=0.0001,cumulative=0.9446)
7031	1	(prob=0.0001,cumulative=0.9447)
7032	1	(prob=0.0001,cumulative=0.9447)
7047	2	(prob=0.0001,cumulative=0.9449)
7052	1	(prob=0.0001,cumulative=0.9449)
7054	1	(prob=0.0001,cumulative=0.9450)
7055	2	(prob=0.0001,cumulative=0.9451)
7063	1	(prob=0.0001,cumulative=0.9452)
7077	2	(prob=0.0001,cumulative=0.9453)
7081	1	(prob=0.0001,cumulative=0.9453)
7091	1	(prob=0.0001,cumulative=0.9454)
7093	1	(prob=0.0001,cumulative=0.9454)
7096	1	(prob=0.0001,cumulative=0.9455)
7100	1	(prob=0.0001,cumulative=0.9456)
7104	1	(prob=0.0001,cumulative=0.9456)
7105	1	(prob=0.0001,cumulative=0.9457)
7111	1	(prob=0.0001,cumulative=0.9457)
7112	1	(prob=0.0001,cumulative=0.9458)
7113	1	(prob=0.0001,cumulative=0.9459)
7114	1	(prob=0.0001,cumulative=0.9459)
7123	1	(prob=0.0001,cumulative=0.9460)
7125	1	(prob=0.0001,cumulative=0.9460)
7127	1	(prob=0.0001,cumulative=0.9461)
7132	1	(prob=0.0001,cumulative=0.9462)
7136	1	(prob=0.0001,cumulative=0.9462)
7138	1	(prob=0.0001,cumulative=0.9463)
7146	1	(prob=0.0001,cumulative=0.9463)
7149	2	(prob=0.0001,cumulative=0.9464)
7151	1	(prob=0.0001,cumulative=0.9465)
7153	1	(prob=0.0001,cumulative=0.9466)
7155	3	(prob=0.0002,cumulative=0.9467)
7156	1	(prob=0.0001,cumulative=0.9468)
7166	1	(prob=0.0001,cumulative=0.9469)
7168	1	(prob=0.0001,cumulative=0.9469)
7174	1	(prob=0.0001,cumulative=0.9470)
7178	1	(prob=0.0001,cumulative=0.9470)
7182	1	(prob=0.0001,cumulative=0.9471)
7185	2	(prob=0.0001,cumulative=0.9472)
7191	1	(prob=0.0001,cumulative=0.9473)
7192	1	(prob=0.0001,cumulative=0.9473)
7196	1	(prob=0.0001,cumulative=0.9474)
7197	3	(prob=0.0002,cumulative=0.9476)
7200	1	(prob=0.0001,cumulative=0.9476)
7204	1	(prob=0.0001,cumulative=0.9477)
7205	1	(prob=0.0001,cumulative=0.9477)
7208	1	(prob=0.0001,cumulative=0.9478)
7210	1	(prob=0.0001,cumulative=0.9479)
7213	1	(prob=0.0001,cumulative=0.9479)
7216	1	(prob=0.0001,cumulative=0.9480)
7217	1	(prob=0.0001,cumulative=0.9480)
7218	1	(prob=0.0001,cumulative=0.9481)
7220	2	(prob=0.0001,cumulative=0.9482)
7226	2	(prob=0.0001,cumulative=0.9483)
7227	1	(prob=0.0001,cumulative=0.9484)
7229	1	(prob=0.0001,cumulative=0.9485)
7231	1	(prob=0.0001,cumulative=0.9485)
7235	1	(prob=0.0001,cumulative=0.9486)
7244	1	(prob=0.0001,cumulative=0.9486)
7245	1	(prob=0.0001,cumulative=0.9487)
7249	1	(prob=0.0001,cumulative=0.9487)
7257	1	(prob=0.0001,cumulative=0.9488)
7262	1	(prob=0.0001,cumulative=0.9489)
7263	1	(prob=0.0001,cumulative=0.9489)
7264	2	(prob=0.0001,cumulative=0.9490)
7266	1	(prob=0.0001,cumulative=0.9491)
7267	3	(prob=0.0002,cumulative=0.9493)
7276	1	(prob=0.0001,cumulative=0.9493)
7278	1	(prob=0.0001,cumulative=0.9494)
7279	2	(prob=0.0001,cumulative=0.9495)
7280	1	(prob=0.0001,cumulative=0.9496)
7281	1	(prob=0.0001,cumulative=0.9496)
7285	1	(prob=0.0001,cumulative=0.9497)
7288	1	(prob=0.0001,cumulative=0.9498)
7292	2	(prob=0.0001,cumulative=0.9499)
7297	2	(prob=0.0001,cumulative=0.9500)
7298	1	(prob=0.0001,cumulative=0.9500)
7300	1	(prob=0.0001,cumulative=0.9501)
7305	1	(prob=0.0001,cumulative=0.9502)
7307	1	(prob=0.0001,cumulative=0.9502)
7308	1	(prob=0.0001,cumulative=0.9503)
7310	1	(prob=0.0001,cumulative=0.9503)
7311	1	(prob=0.0001,cumulative=0.9504)
7318	1	(prob=0.0001,cumulative=0.9505)
7320	1	(prob=0.0001,cumulative=0.9505)
7324	1	(prob=0.0001,cumulative=0.9506)
7344	1	(prob=0.0001,cumulative=0.9506)
7346	2	(prob=0.0001,cumulative=0.9508)
7347	1	(prob=0.0001,cumulative=0.9508)
7348	2	(prob=0.0001,cumulative=0.9509)
7354	1	(prob=0.0001,cumulative=0.9510)
7357	1	(prob=0.0001,cumulative=0.9510)
7368	2	(prob=0.0001,cumulative=0.9512)
7377	1	(prob=0.0001,cumulative=0.9512)
7387	1	(prob=0.0001,cumulative=0.9513)
7395	1	(prob=0.0001,cumulative=0.9513)
7400	1	(prob=0.0001,cumulative=0.9514)
7401	1	(prob=0.0001,cumulative=0.9515)
7417	2	(prob=0.0001,cumulative=0.9516)
7420	1	(prob=0.0001,cumulative=0.9516)
7426	1	(prob=0.0001,cumulative=0.9517)
7433	2	(prob=0.0001,cumulative=0.9518)
7435	1	(prob=0.0001,cumulative=0.9519)
7441	1	(prob=0.0001,cumulative=0.9519)
7442	2	(prob=0.0001,cumulative=0.9521)
7443	1	(prob=0.0001,cumulative=0.9521)
7448	1	(prob=0.0001,cumulative=0.9522)
7449	1	(prob=0.0001,cumulative=0.9522)
7450	1	(prob=0.0001,cumulative=0.9523)
7454	1	(prob=0.0001,cumulative=0.9523)
7458	1	(prob=0.0001,cumulative=0.9524)
7459	1	(prob=0.0001,cumulative=0.9525)
7463	1	(prob=0.0001,cumulative=0.9525)
7464	1	(prob=0.0001,cumulative=0.9526)
7469	2	(prob=0.0001,cumulative=0.9527)
7470	1	(prob=0.0001,cumulative=0.9528)
7471	1	(prob=0.0001,cumulative=0.9528)
7483	1	(prob=0.0001,cumulative=0.9529)
7488	1	(prob=0.0001,cumulative=0.9529)
7490	1	(prob=0.0001,cumulative=0.9530)
7498	1	(prob=0.0001,cumulative=0.9531)
7502	1	(prob=0.0001,cumulative=0.9531)
7505	1	(prob=0.0001,cumulative=0.9532)
7509	1	(prob=0.0001,cumulative=0.9532)
7515	1	(prob=0.0001,cumulative=0.9533)
7523	1	(prob=0.0001,cumulative=0.9533)
7531	1	(prob=0.0001,cumulative=0.9534)
7536	1	(prob=0.0001,cumulative=0.9535)
7543	1	(prob=0.0001,cumulative=0.9535)
7552	1	(prob=0.0001,cumulative=0.9536)
7560	1	(prob=0.0001,cumulative=0.9536)
7563	1	(prob=0.0001,cumulative=0.9537)
7576	1	(prob=0.0001,cumulative=0.9538)
7584	1	(prob=0.0001,cumulative=0.9538)
7596	1	(prob=0.0001,cumulative=0.9539)
7598	1	(prob=0.0001,cumulative=0.9539)
7623	2	(prob=0.0001,cumulative=0.9541)
7625	1	(prob=0.0001,cumulative=0.9541)
7626	1	(prob=0.0001,cumulative=0.9542)
7627	1	(prob=0.0001,cumulative=0.9542)
7632	1	(prob=0.0001,cumulative=0.9543)
7643	1	(prob=0.0001,cumulative=0.9544)
7647	1	(prob=0.0001,cumulative=0.9544)
7649	1	(prob=0.0001,cumulative=0.9545)
7651	1	(prob=0.0001,cumulative=0.9545)
7654	1	(prob=0.0001,cumulative=0.9546)
7657	1	(prob=0.0001,cumulative=0.9546)
7664	1	(prob=0.0001,cumulative=0.9547)
7666	1	(prob=0.0001,cumulative=0.9548)
7669	1	(prob=0.0001,cumulative=0.9548)
7672	1	(prob=0.0001,cumulative=0.9549)
7674	1	(prob=0.0001,cumulative=0.9549)
7683	1	(prob=0.0001,cumulative=0.9550)
7689	1	(prob=0.0001,cumulative=0.9551)
7690	1	(prob=0.0001,cumulative=0.9551)
7691	2	(prob=0.0001,cumulative=0.9552)
7710	1	(prob=0.0001,cumulative=0.9553)
7719	1	(prob=0.0001,cumulative=0.9554)
7727	1	(prob=0.0001,cumulative=0.9554)
7728	1	(prob=0.0001,cumulative=0.9555)
7730	1	(prob=0.0001,cumulative=0.9555)
7735	1	(prob=0.0001,cumulative=0.9556)
7740	1	(prob=0.0001,cumulative=0.9556)
7745	1	(prob=0.0001,cumulative=0.9557)
7746	1	(prob=0.0001,cumulative=0.9558)
7747	1	(prob=0.0001,cumulative=0.9558)
7748	1	(prob=0.0001,cumulative=0.9559)
7749	1	(prob=0.0001,cumulative=0.9559)
7755	1	(prob=0.0001,cumulative=0.9560)
7764	1	(prob=0.0001,cumulative=0.9561)
7768	1	(prob=0.0001,cumulative=0.9561)
7769	1	(prob=0.0001,cumulative=0.9562)
7771	1	(prob=0.0001,cumulative=0.9562)
7790	1	(prob=0.0001,cumulative=0.9563)
7807	1	(prob=0.0001,cumulative=0.9564)
7812	1	(prob=0.0001,cumulative=0.9564)
7813	1	(prob=0.0001,cumulative=0.9565)
7814	1	(prob=0.0001,cumulative=0.9565)
7820	1	(prob=0.0001,cumulative=0.9566)
7822	1	(prob=0.0001,cumulative=0.9567)
7836	1	(prob=0.0001,cumulative=0.9567)
7849	1	(prob=0.0001,cumulative=0.9568)
7861	1	(prob=0.0001,cumulative=0.9568)
7866	1	(prob=0.0001,cumulative=0.9569)
7869	1	(prob=0.0001,cumulative=0.9569)
7878	2	(prob=0.0001,cumulative=0.9571)
7879	2	(prob=0.0001,cumulative=0.9572)
7883	2	(prob=0.0001,cumulative=0.9573)
7887	1	(prob=0.0001,cumulative=0.9574)
7894	1	(prob=0.0001,cumulative=0.9574)
7895	1	(prob=0.0001,cumulative=0.9575)
7901	1	(prob=0.0001,cumulative=0.9575)
7907	1	(prob=0.0001,cumulative=0.9576)
7912	2	(prob=0.0001,cumulative=0.9577)
7914	1	(prob=0.0001,cumulative=0.9578)
7918	1	(prob=0.0001,cumulative=0.9578)
7923	1	(prob=0.0001,cumulative=0.9579)
7924	1	(prob=0.0001,cumulative=0.9579)
7926	1	(prob=0.0001,cumulative=0.9580)
7932	1	(prob=0.0001,cumulative=0.9581)
7939	1	(prob=0.0001,cumulative=0.9581)
7942	1	(prob=0.0001,cumulative=0.9582)
7945	1	(prob=0.0001,cumulative=0.9582)
7947	1	(prob=0.0001,cumulative=0.9583)
7950	1	(prob=0.0001,cumulative=0.9584)
7953	1	(prob=0.0001,cumulative=0.9584)
7964	1	(prob=0.0001,cumulative=0.9585)
7971	1	(prob=0.0001,cumulative=0.9585)
7975	1	(prob=0.0001,cumulative=0.9586)
7979	1	(prob=0.0001,cumulative=0.9587)
7982	1	(prob=0.0001,cumulative=0.9587)
7985	1	(prob=0.0001,cumulative=0.9588)
8001	1	(prob=0.0001,cumulative=0.9588)
8008	1	(prob=0.0001,cumulative=0.9589)
8012	1	(prob=0.0001,cumulative=0.9590)
8013	1	(prob=0.0001,cumulative=0.9590)
8015	1	(prob=0.0001,cumulative=0.9591)
8024	1	(prob=0.0001,cumulative=0.9591)
8027	2	(prob=0.0001,cumulative=0.9592)
8037	1	(prob=0.0001,cumulative=0.9593)
8039	1	(prob=0.0001,cumulative=0.9594)
8044	1	(prob=0.0001,cumulative=0.9594)
8047	1	(prob=0.0001,cumulative=0.9595)
8061	3	(prob=0.0002,cumulative=0.9597)
8063	1	(prob=0.0001,cumulative=0.9597)
8066	1	(prob=0.0001,cumulative=0.9598)
8079	1	(prob=0.0001,cumulative=0.9598)
8081	1	(prob=0.0001,cumulative=0.9599)
8088	2	(prob=0.0001,cumulative=0.9600)
8090	1	(prob=0.0001,cumulative=0.9601)
8092	1	(prob=0.0001,cumulative=0.9601)
8095	1	(prob=0.0001,cumulative=0.9602)
8102	1	(prob=0.0001,cumulative=0.9603)
8110	1	(prob=0.0001,cumulative=0.9603)
8114	1	(prob=0.0001,cumulative=0.9604)
8116	1	(prob=0.0001,cumulative=0.9604)
8124	1	(prob=0.0001,cumulative=0.9605)
8127	1	(prob=0.0001,cumulative=0.9605)
8140	1	(prob=0.0001,cumulative=0.9606)
8154	1	(prob=0.0001,cumulative=0.9607)
8158	1	(prob=0.0001,cumulative=0.9607)
8165	1	(prob=0.0001,cumulative=0.9608)
8169	1	(prob=0.0001,cumulative=0.9608)
8170	2	(prob=0.0001,cumulative=0.9610)
8174	1	(prob=0.0001,cumulative=0.9610)
8179	1	(prob=0.0001,cumulative=0.9611)
8182	1	(prob=0.0001,cumulative=0.9611)
8184	1	(prob=0.0001,cumulative=0.9612)
8185	1	(prob=0.0001,cumulative=0.9613)
8186	2	(prob=0.0001,cumulative=0.9614)
8189	1	(prob=0.0001,cumulative=0.9614)
8193	1	(prob=0.0001,cumulative=0.9615)
8213	1	(prob=0.0001,cumulative=0.9615)
8216	1	(prob=0.0001,cumulative=0.9616)
8217	2	(prob=0.0001,cumulative=0.9617)
8218	1	(prob=0.0001,cumulative=0.9618)
8220	1	(prob=0.0001,cumulative=0.9618)
8221	1	(prob=0.0001,cumulative=0.9619)
8227	1	(prob=0.0001,cumulative=0.9620)
8229	1	(prob=0.0001,cumulative=0.9620)
8236	1	(prob=0.0001,cumulative=0.9621)
8245	1	(prob=0.0001,cumulative=0.9621)
8247	2	(prob=0.0001,cumulative=0.9623)
8250	1	(prob=0.0001,cumulative=0.9623)
8252	1	(prob=0.0001,cumulative=0.9624)
8254	1	(prob=0.0001,cumulative=0.9624)
8259	1	(prob=0.0001,cumulative=0.9625)
8280	2	(prob=0.0001,cumulative=0.9626)
8284	1	(prob=0.0001,cumulative=0.9627)
8304	1	(prob=0.0001,cumulative=0.9627)
8307	1	(prob=0.0001,cumulative=0.9628)
8309	1	(prob=0.0001,cumulative=0.9628)
8310	1	(prob=0.0001,cumulative=0.9629)
8313	1	(prob=0.0001,cumulative=0.9630)
8317	1	(prob=0.0001,cumulative=0.9630)
8318	1	(prob=0.0001,cumulative=0.9631)
8319	1	(prob=0.0001,cumulative=0.9631)
8322	1	(prob=0.0001,cumulative=0.9632)
8324	1	(prob=0.0001,cumulative=0.9633)
8326	1	(prob=0.0001,cumulative=0.9633)
8337	1	(prob=0.0001,cumulative=0.9634)
8341	1	(prob=0.0001,cumulative=0.9634)
8343	1	(prob=0.0001,cumulative=0.9635)
8361	1	(prob=0.0001,cumulative=0.9636)
8368	1	(prob=0.0001,cumulative=0.9636)
8369	1	(prob=0.0001,cumulative=0.9637)
8374	1	(prob=0.0001,cumulative=0.9637)
8384	1	(prob=0.0001,cumulative=0.9638)
8387	1	(prob=0.0001,cumulative=0.9638)
8398	1	(prob=0.0001,cumulative=0.9639)
8403	3	(prob=0.0002,cumulative=0.9641)
8404	1	(prob=0.0001,cumulative=0.9641)
8406	1	(prob=0.0001,cumulative=0.9642)
8420	1	(prob=0.0001,cumulative=0.9643)
8434	1	(prob=0.0001,cumulative=0.9643)
8435	1	(prob=0.0001,cumulative=0.9644)
8436	2	(prob=0.0001,cumulative=0.9645)
8451	1	(prob=0.0001,cumulative=0.9646)
8454	1	(prob=0.0001,cumulative=0.9646)
8459	1	(prob=0.0001,cumulative=0.9647)
8475	1	(prob=0.0001,cumulative=0.9647)
8478	1	(prob=0.0001,cumulative=0.9648)
8479	1	(prob=0.0001,cumulative=0.9649)
8482	1	(prob=0.0001,cumulative=0.9649)
8493	1	(prob=0.0001,cumulative=0.9650)
8498	1	(prob=0.0001,cumulative=0.9650)
8499	1	(prob=0.0001,cumulative=0.9651)
8503	1	(prob=0.0001,cumulative=0.9651)
8505	1	(prob=0.0001,cumulative=0.9652)
8521	1	(prob=0.0001,cumulative=0.9653)
8531	1	(prob=0.0001,cumulative=0.9653)
8534	1	(prob=0.0001,cumulative=0.9654)
8539	1	(prob=0.0001,cumulative=0.9654)
8544	1	(prob=0.0001,cumulative=0.9655)
8546	1	(prob=0.0001,cumulative=0.9656)
8554	1	(prob=0.0001,cumulative=0.9656)
8566	1	(prob=0.0001,cumulative=0.9657)
8567	1	(prob=0.0001,cumulative=0.9657)
8572	1	(prob=0.0001,cumulative=0.9658)
8575	1	(prob=0.0001,cumulative=0.9659)
8578	2	(prob=0.0001,cumulative=0.9660)
8579	1	(prob=0.0001,cumulative=0.9660)
8581	1	(prob=0.0001,cumulative=0.9661)
8583	1	(prob=0.0001,cumulative=0.9661)
8598	1	(prob=0.0001,cumulative=0.9662)
8607	1	(prob=0.0001,cumulative=0.9663)
8609	1	(prob=0.0001,cumulative=0.9663)
8611	2	(prob=0.0001,cumulative=0.9664)
8632	1	(prob=0.0001,cumulative=0.9665)
8633	1	(prob=0.0001,cumulative=0.9666)
8634	1	(prob=0.0001,cumulative=0.9666)
8642	2	(prob=0.0001,cumulative=0.9667)
8645	1	(prob=0.0001,cumulative=0.9668)
8649	1	(prob=0.0001,cumulative=0.9669)
8653	1	(prob=0.0001,cumulative=0.9669)
8654	1	(prob=0.0001,cumulative=0.9670)
8682	1	(prob=0.0001,cumulative=0.9670)
8683	1	(prob=0.0001,cumulative=0.9671)
8684	1	(prob=0.0001,cumulative=0.9672)
8701	1	(prob=0.0001,cumulative=0.9672)
8703	1	(prob=0.0001,cumulative=0.9673)
8705	1	(prob=0.0001,cumulative=0.9673)
8712	3	(prob=0.0002,cumulative=0.9675)
8714	2	(prob=0.0001,cumulative=0.9676)
8722	1	(prob=0.0001,cumulative=0.9677)
8727	1	(prob=0.0001,cumulative=0.9677)
8730	1	(prob=0.0001,cumulative=0.9678)
8733	1	(prob=0.0001,cumulative=0.9679)
8735	1	(prob=0.0001,cumulative=0.9679)
8744	1	(prob=0.0001,cumulative=0.9680)
8745	1	(prob=0.0001,cumulative=0.9680)
8747	1	(prob=0.0001,cumulative=0.9681)
8764	1	(prob=0.0001,cumulative=0.9682)
8766	1	(prob=0.0001,cumulative=0.9682)
8768	1	(prob=0.0001,cumulative=0.9683)
8769	1	(prob=0.0001,cumulative=0.9683)
8785	1	(prob=0.0001,cumulative=0.9684)
8788	1	(prob=0.0001,cumulative=0.9684)
8809	1	(prob=0.0001,cumulative=0.9685)
8814	1	(prob=0.0001,cumulative=0.9686)
8816	1	(prob=0.0001,cumulative=0.9686)
8824	1	(prob=0.0001,cumulative=0.9687)
8830	2	(prob=0.0001,cumulative=0.9688)
8837	1	(prob=0.0001,cumulative=0.9689)
8846	1	(prob=0.0001,cumulative=0.9689)
8850	1	(prob=0.0001,cumulative=0.9690)
8858	1	(prob=0.0001,cumulative=0.9690)
8865	1	(prob=0.0001,cumulative=0.9691)
8868	2	(prob=0.0001,cumulative=0.9692)
8875	1	(prob=0.0001,cumulative=0.9693)
8879	1	(prob=0.0001,cumulative=0.9693)
8882	1	(prob=0.0001,cumulative=0.9694)
8887	1	(prob=0.0001,cumulative=0.9695)
8901	1	(prob=0.0001,cumulative=0.9695)
8914	1	(prob=0.0001,cumulative=0.9696)
8921	1	(prob=0.0001,cumulative=0.9696)
8930	1	(prob=0.0001,cumulative=0.9697)
8936	1	(prob=0.0001,cumulative=0.9697)
8953	1	(prob=0.0001,cumulative=0.9698)
8967	1	(prob=0.0001,cumulative=0.9699)
8982	1	(prob=0.0001,cumulative=0.9699)
8988	1	(prob=0.0001,cumulative=0.9700)
8991	1	(prob=0.0001,cumulative=0.9700)
8993	1	(prob=0.0001,cumulative=0.9701)
9017	1	(prob=0.0001,cumulative=0.9702)
9022	1	(prob=0.0001,cumulative=0.9702)
9026	1	(prob=0.0001,cumulative=0.9703)
9037	1	(prob=0.0001,cumulative=0.9703)
9048	1	(prob=0.0001,cumulative=0.9704)
9052	1	(prob=0.0001,cumulative=0.9705)
9064	1	(prob=0.0001,cumulative=0.9705)
9069	2	(prob=0.0001,cumulative=0.9706)
9077	1	(prob=0.0001,cumulative=0.9707)
9087	1	(prob=0.0001,cumulative=0.9707)
9090	1	(prob=0.0001,cumulative=0.9708)
9095	1	(prob=0.0001,cumulative=0.9709)
9101	1	(prob=0.0001,cumulative=0.9709)
9109	1	(prob=0.0001,cumulative=0.9710)
9112	1	(prob=0.0001,cumulative=0.9710)
9117	1	(prob=0.0001,cumulative=0.9711)
9127	1	(prob=0.0001,cumulative=0.9712)
9140	1	(prob=0.0001,cumulative=0.9712)
9143	1	(prob=0.0001,cumulative=0.9713)
9147	1	(prob=0.0001,cumulative=0.9713)
9148	1	(prob=0.0001,cumulative=0.9714)
9181	2	(prob=0.0001,cumulative=0.9715)
9187	1	(prob=0.0001,cumulative=0.9716)
9198	1	(prob=0.0001,cumulative=0.9716)
9203	1	(prob=0.0001,cumulative=0.9717)
9206	1	(prob=0.0001,cumulative=0.9718)
9211	1	(prob=0.0001,cumulative=0.9718)
9237	1	(prob=0.0001,cumulative=0.9719)
9253	1	(prob=0.0001,cumulative=0.9719)
9260	1	(prob=0.0001,cumulative=0.9720)
9268	1	(prob=0.0001,cumulative=0.9720)
9282	1	(prob=0.0001,cumulative=0.9721)
9287	1	(prob=0.0001,cumulative=0.9722)
9290	1	(prob=0.0001,cumulative=0.9722)
9310	1	(prob=0.0001,cumulative=0.9723)
9313	1	(prob=0.0001,cumulative=0.9723)
9317	1	(prob=0.0001,cumulative=0.9724)
9333	1	(prob=0.0001,cumulative=0.9725)
9363	1	(prob=0.0001,cumulative=0.9725)
9365	1	(prob=0.0001,cumulative=0.9726)
9416	2	(prob=0.0001,cumulative=0.9727)
9429	1	(prob=0.0001,cumulative=0.9728)
9443	1	(prob=0.0001,cumulative=0.9728)
9462	1	(prob=0.0001,cumulative=0.9729)
9463	1	(prob=0.0001,cumulative=0.9729)
9465	1	(prob=0.0001,cumulative=0.9730)
9475	1	(prob=0.0001,cumulative=0.9730)
9477	1	(prob=0.0001,cumulative=0.9731)
9484	1	(prob=0.0001,cumulative=0.9732)
9497	1	(prob=0.0001,cumulative=0.9732)
9506	1	(prob=0.0001,cumulative=0.9733)
9510	3	(prob=0.0002,cumulative=0.9735)
9514	1	(prob=0.0001,cumulative=0.9735)
9540	1	(prob=0.0001,cumulative=0.9736)
9545	1	(prob=0.0001,cumulative=0.9736)
9559	1	(prob=0.0001,cumulative=0.9737)
9560	1	(prob=0.0001,cumulative=0.9738)
9566	1	(prob=0.0001,cumulative=0.9738)
9569	1	(prob=0.0001,cumulative=0.9739)
9580	1	(prob=0.0001,cumulative=0.9739)
9584	1	(prob=0.0001,cumulative=0.9740)
9609	1	(prob=0.0001,cumulative=0.9741)
9611	1	(prob=0.0001,cumulative=0.9741)
9615	1	(prob=0.0001,cumulative=0.9742)
9624	1	(prob=0.0001,cumulative=0.9742)
9625	2	(prob=0.0001,cumulative=0.9743)
9633	1	(prob=0.0001,cumulative=0.9744)
9662	1	(prob=0.0001,cumulative=0.9745)
9667	1	(prob=0.0001,cumulative=0.9745)
9668	1	(prob=0.0001,cumulative=0.9746)
9687	1	(prob=0.0001,cumulative=0.9746)
9694	1	(prob=0.0001,cumulative=0.9747)
9700	1	(prob=0.0001,cumulative=0.9748)
9711	1	(prob=0.0001,cumulative=0.9748)
9723	1	(prob=0.0001,cumulative=0.9749)
9740	1	(prob=0.0001,cumulative=0.9749)
9763	1	(prob=0.0001,cumulative=0.9750)
9769	1	(prob=0.0001,cumulative=0.9751)
9770	1	(prob=0.0001,cumulative=0.9751)
9791	1	(prob=0.0001,cumulative=0.9752)
9809	1	(prob=0.0001,cumulative=0.9752)
9821	1	(prob=0.0001,cumulative=0.9753)
9854	1	(prob=0.0001,cumulative=0.9753)
9857	2	(prob=0.0001,cumulative=0.9755)
9860	1	(prob=0.0001,cumulative=0.9755)
9864	1	(prob=0.0001,cumulative=0.9756)
9868	1	(prob=0.0001,cumulative=0.9756)
9869	1	(prob=0.0001,cumulative=0.9757)
9884	1	(prob=0.0001,cumulative=0.9758)
9906	1	(prob=0.0001,cumulative=0.9758)
9916	1	(prob=0.0001,cumulative=0.9759)
9940	1	(prob=0.0001,cumulative=0.9759)
9963	1	(prob=0.0001,cumulative=0.9760)
9966	1	(prob=0.0001,cumulative=0.9761)
9983	1	(prob=0.0001,cumulative=0.9761)
9984	1	(prob=0.0001,cumulative=0.9762)
9985	1	(prob=0.0001,cumulative=0.9762)
9997	1	(prob=0.0001,cumulative=0.9763)
10009	1	(prob=0.0001,cumulative=0.9764)
10021	1	(prob=0.0001,cumulative=0.9764)
10033	1	(prob=0.0001,cumulative=0.9765)
10052	1	(prob=0.0001,cumulative=0.9765)
10078	1	(prob=0.0001,cumulative=0.9766)
10082	1	(prob=0.0001,cumulative=0.9766)
10105	1	(prob=0.0001,cumulative=0.9767)
10107	1	(prob=0.0001,cumulative=0.9768)
10109	1	(prob=0.0001,cumulative=0.9768)
10118	1	(prob=0.0001,cumulative=0.9769)
10150	1	(prob=0.0001,cumulative=0.9769)
10166	1	(prob=0.0001,cumulative=0.9770)
10169	1	(prob=0.0001,cumulative=0.9771)
10172	1	(prob=0.0001,cumulative=0.9771)
10178	1	(prob=0.0001,cumulative=0.9772)
10191	1	(prob=0.0001,cumulative=0.9772)
10195	1	(prob=0.0001,cumulative=0.9773)
10216	1	(prob=0.0001,cumulative=0.9774)
10230	1	(prob=0.0001,cumulative=0.9774)
10233	1	(prob=0.0001,cumulative=0.9775)
10234	1	(prob=0.0001,cumulative=0.9775)
10246	1	(prob=0.0001,cumulative=0.9776)
10252	1	(prob=0.0001,cumulative=0.9776)
10255	1	(prob=0.0001,cumulative=0.9777)
10297	1	(prob=0.0001,cumulative=0.9778)
10303	1	(prob=0.0001,cumulative=0.9778)
10304	1	(prob=0.0001,cumulative=0.9779)
10313	1	(prob=0.0001,cumulative=0.9779)
10319	1	(prob=0.0001,cumulative=0.9780)
10334	1	(prob=0.0001,cumulative=0.9781)
10336	1	(prob=0.0001,cumulative=0.9781)
10371	1	(prob=0.0001,cumulative=0.9782)
10399	1	(prob=0.0001,cumulative=0.9782)
10440	1	(prob=0.0001,cumulative=0.9783)
10447	1	(prob=0.0001,cumulative=0.9784)
10461	1	(prob=0.0001,cumulative=0.9784)
10462	1	(prob=0.0001,cumulative=0.9785)
10479	1	(prob=0.0001,cumulative=0.9785)
10480	1	(prob=0.0001,cumulative=0.9786)
10497	1	(prob=0.0001,cumulative=0.9787)
10514	1	(prob=0.0001,cumulative=0.9787)
10542	1	(prob=0.0001,cumulative=0.9788)
10548	1	(prob=0.0001,cumulative=0.9788)
10571	1	(prob=0.0001,cumulative=0.9789)
10578	1	(prob=0.0001,cumulative=0.9789)
10579	1	(prob=0.0001,cumulative=0.9790)
10580	1	(prob=0.0001,cumulative=0.9791)
10581	1	(prob=0.0001,cumulative=0.9791)
10600	1	(prob=0.0001,cumulative=0.9792)
10604	1	(prob=0.0001,cumulative=0.9792)
10614	1	(prob=0.0001,cumulative=0.9793)
10653	1	(prob=0.0001,cumulative=0.9794)
10659	1	(prob=0.0001,cumulative=0.9794)
10667	1	(prob=0.0001,cumulative=0.9795)
10671	1	(prob=0.0001,cumulative=0.9795)
10693	1	(prob=0.0001,cumulative=0.9796)
10694	1	(prob=0.0001,cumulative=0.9797)
10718	1	(prob=0.0001,cumulative=0.9797)
10720	1	(prob=0.0001,cumulative=0.9798)
10752	1	(prob=0.0001,cumulative=0.9798)
10764	1	(prob=0.0001,cumulative=0.9799)
10769	1	(prob=0.0001,cumulative=0.9799)
10770	1	(prob=0.0001,cumulative=0.9800)
10795	1	(prob=0.0001,cumulative=0.9801)
10800	1	(prob=0.0001,cumulative=0.9801)
10810	1	(prob=0.0001,cumulative=0.9802)
10841	1	(prob=0.0001,cumulative=0.9802)
10844	1	(prob=0.0001,cumulative=0.9803)
10856	1	(prob=0.0001,cumulative=0.9804)
10873	1	(prob=0.0001,cumulative=0.9804)
10884	1	(prob=0.0001,cumulative=0.9805)
10888	1	(prob=0.0001,cumulative=0.9805)
10894	1	(prob=0.0001,cumulative=0.9806)
10906	1	(prob=0.0001,cumulative=0.9807)
10908	1	(prob=0.0001,cumulative=0.9807)
10910	1	(prob=0.0001,cumulative=0.9808)
10926	1	(prob=0.0001,cumulative=0.9808)
10929	1	(prob=0.0001,cumulative=0.9809)
