gene	length	distribution
3047	1	(prob=0.0001,cumulative=0.7675)
3050	3	(prob=0.0002,cumulative=0.7676)
3051	2	(prob=0.0001,cumulative=0.7678)
3052	3	(prob=0.0002,cumulative=0.7679)
3055	1	(prob=0.0001,cumulative=0.7680)
3056	3	(prob=0.0002,cumulative=0.7682)
3057	1	(prob=0.0001,cumulative=0.7682)
3059	2	(prob=0.0001,cumulative=0.7683)
3060	2	(prob=0.0001,cumulative=0.7685)
3061	3	(prob=0.0002,cumulative=0.7686)
3062	2	(prob=0.0001,cumulative=0.7688)
3063	2	(prob=0.0001,cumulative=0.7689)
3064	3	(prob=0.0002,cumulative=0.7690)
3065	1	(prob=0.0001,cumulative=0.7691)
3066	3	(prob=0.0002,cumulative=0.7693)
3067	3	(prob=0.0002,cumulative=0.7695)
3068	2	(prob=0.0001,cumulative=0.7696)
3069	2	(prob=0.0001,cumulative=0.7697)
3070	5	(prob=0.0003,cumulative=0.7700)
3071	1	(prob=0.0001,cumulative=0.7701)
3072	5	(prob=0.0003,cumulative=0.7703)
3074	2	(prob=0.0001,cumulative=0.7705)
3075	2	(prob=0.0001,cumulative=0.7706)
3076	1	(prob=0.0001,cumulative=0.7706)
3077	2	(prob=0.0001,cumulative=0.7708)
3079	3	(prob=0.0002,cumulative=0.7709)
3080	2	(prob=0.0001,cumulative=0.7711)
3082	2	(prob=0.0001,cumulative=0.7712)
3083	2	(prob=0.0001,cumulative=0.7713)
3084	1	(prob=0.0001,cumulative=0.7713)
3085	1	(prob=0.0001,cumulative=0.7714)
3086	1	(prob=0.0001,cumulative=0.7715)
3087	5	(prob=0.0003,cumulative=0.7718)
3088	5	(prob=0.0003,cumulative=0.7721)
3089	1	(prob=0.0001,cumulative=0.7721)
3090	6	(prob=0.0004,cumulative=0.7725)
3091	2	(prob=0.0001,cumulative=0.7726)
3094	2	(prob=0.0001,cumulative=0.7727)
3095	2	(prob=0.0001,cumulative=0.7728)
3098	4	(prob=0.0002,cumulative=0.7731)
3099	2	(prob=0.0001,cumulative=0.7732)
3100	3	(prob=0.0002,cumulative=0.7734)
3101	2	(prob=0.0001,cumulative=0.7735)
3102	3	(prob=0.0002,cumulative=0.7736)
3103	4	(prob=0.0002,cumulative=0.7739)
3104	4	(prob=0.0002,cumulative=0.7741)
3105	1	(prob=0.0001,cumulative=0.7742)
3106	5	(prob=0.0003,cumulative=0.7745)
3107	1	(prob=0.0001,cumulative=0.7745)
3108	3	(prob=0.0002,cumulative=0.7747)
3109	1	(prob=0.0001,cumulative=0.7748)
3110	1	(prob=0.0001,cumulative=0.7748)
3111	2	(prob=0.0001,cumulative=0.7749)
3112	1	(prob=0.0001,cumulative=0.7750)
3114	2	(prob=0.0001,cumulative=0.7751)
3115	3	(prob=0.0002,cumulative=0.7753)
3116	2	(prob=0.0001,cumulative=0.7754)
3117	2	(prob=0.0001,cumulative=0.7755)
3118	3	(prob=0.0002,cumulative=0.7757)
3119	2	(prob=0.0001,cumulative=0.7758)
3120	1	(prob=0.0001,cumulative=0.7759)
3121	1	(prob=0.0001,cumulative=0.7759)
3122	1	(prob=0.0001,cumulative=0.7760)
3123	2	(prob=0.0001,cumulative=0.7761)
3124	1	(prob=0.0001,cumulative=0.7762)
3125	5	(prob=0.0003,cumulative=0.7765)
3126	4	(prob=0.0002,cumulative=0.7767)
3127	2	(prob=0.0001,cumulative=0.7768)
3128	7	(prob=0.0004,cumulative=0.7772)
3129	1	(prob=0.0001,cumulative=0.7773)
3130	1	(prob=0.0001,cumulative=0.7774)
3131	1	(prob=0.0001,cumulative=0.7774)
3133	2	(prob=0.0001,cumulative=0.7775)
3134	4	(prob=0.0002,cumulative=0.7778)
3136	2	(prob=0.0001,cumulative=0.7779)
3138	3	(prob=0.0002,cumulative=0.7781)
3140	2	(prob=0.0001,cumulative=0.7782)
3141	3	(prob=0.0002,cumulative=0.7784)
3142	1	(prob=0.0001,cumulative=0.7784)
3144	3	(prob=0.0002,cumulative=0.7786)
3145	1	(prob=0.0001,cumulative=0.7787)
3146	2	(prob=0.0001,cumulative=0.7788)
3147	2	(prob=0.0001,cumulative=0.7789)
3148	3	(prob=0.0002,cumulative=0.7791)
3149	3	(prob=0.0002,cumulative=0.7793)
3151	2	(prob=0.0001,cumulative=0.7794)
3153	2	(prob=0.0001,cumulative=0.7795)
3154	3	(prob=0.0002,cumulative=0.7797)
3156	3	(prob=0.0002,cumulative=0.7798)
3157	1	(prob=0.0001,cumulative=0.7799)
3158	2	(prob=0.0001,cumulative=0.7800)
3159	2	(prob=0.0001,cumulative=0.7801)
3160	1	(prob=0.0001,cumulative=0.7802)
3161	1	(prob=0.0001,cumulative=0.7803)
3164	1	(prob=0.0001,cumulative=0.7803)
3165	5	(prob=0.0003,cumulative=0.7806)
3167	1	(prob=0.0001,cumulative=0.7807)
3168	1	(prob=0.0001,cumulative=0.7807)
3169	3	(prob=0.0002,cumulative=0.7809)
3170	3	(prob=0.0002,cumulative=0.7811)
3171	3	(prob=0.0002,cumulative=0.7813)
3172	2	(prob=0.0001,cumulative=0.7814)
3173	1	(prob=0.0001,cumulative=0.7814)
3174	1	(prob=0.0001,cumulative=0.7815)
3175	2	(prob=0.0001,cumulative=0.7816)
3180	3	(prob=0.0002,cumulative=0.7818)
3181	2	(prob=0.0001,cumulative=0.7819)
3182	1	(prob=0.0001,cumulative=0.7820)
3183	1	(prob=0.0001,cumulative=0.7820)
3184	3	(prob=0.0002,cumulative=0.7822)
3185	5	(prob=0.0003,cumulative=0.7825)
3186	1	(prob=0.0001,cumulative=0.7826)
3187	2	(prob=0.0001,cumulative=0.7827)
3190	2	(prob=0.0001,cumulative=0.7828)
3191	2	(prob=0.0001,cumulative=0.7829)
3192	3	(prob=0.0002,cumulative=0.7831)
3193	3	(prob=0.0002,cumulative=0.7833)
3194	2	(prob=0.0001,cumulative=0.7834)
3195	4	(prob=0.0002,cumulative=0.7836)
3196	1	(prob=0.0001,cumulative=0.7837)
3197	2	(prob=0.0001,cumulative=0.7838)
3198	2	(prob=0.0001,cumulative=0.7839)
3199	2	(prob=0.0001,cumulative=0.7840)
3200	4	(prob=0.0002,cumulative=0.7843)
3201	2	(prob=0.0001,cumulative=0.7844)
3203	3	(prob=0.0002,cumulative=0.7846)
3204	1	(prob=0.0001,cumulative=0.7846)
3205	1	(prob=0.0001,cumulative=0.7847)
3206	3	(prob=0.0002,cumulative=0.7849)
3207	1	(prob=0.0001,cumulative=0.7849)
3208	1	(prob=0.0001,cumulative=0.7850)
3209	2	(prob=0.0001,cumulative=0.7851)
3210	2	(prob=0.0001,cumulative=0.7852)
3211	2	(prob=0.0001,cumulative=0.7853)
3212	2	(prob=0.0001,cumulative=0.7854)
3213	1	(prob=0.0001,cumulative=0.7855)
3214	1	(prob=0.0001,cumulative=0.7856)
3216	3	(prob=0.0002,cumulative=0.7857)
3217	1	(prob=0.0001,cumulative=0.7858)
3218	1	(prob=0.0001,cumulative=0.7859)
3219	1	(prob=0.0001,cumulative=0.7859)
3220	4	(prob=0.0002,cumulative=0.7862)
3221	1	(prob=0.0001,cumulative=0.7862)
3223	1	(prob=0.0001,cumulative=0.7863)
3224	1	(prob=0.0001,cumulative=0.7863)
3226	1	(prob=0.0001,cumulative=0.7864)
3227	2	(prob=0.0001,cumulative=0.7865)
3228	2	(prob=0.0001,cumulative=0.7866)
3229	1	(prob=0.0001,cumulative=0.7867)
3230	1	(prob=0.0001,cumulative=0.7867)
3231	1	(prob=0.0001,cumulative=0.7868)
3232	2	(prob=0.0001,cumulative=0.7869)
3233	1	(prob=0.0001,cumulative=0.7870)
3235	1	(prob=0.0001,cumulative=0.7870)
3237	2	(prob=0.0001,cumulative=0.7872)
3238	1	(prob=0.0001,cumulative=0.7872)
3239	2	(prob=0.0001,cumulative=0.7873)
3241	5	(prob=0.0003,cumulative=0.7876)
3242	1	(prob=0.0001,cumulative=0.7877)
3243	1	(prob=0.0001,cumulative=0.7877)
3244	1	(prob=0.0001,cumulative=0.7878)
3246	1	(prob=0.0001,cumulative=0.7879)
3247	3	(prob=0.0002,cumulative=0.7880)
3248	1	(prob=0.0001,cumulative=0.7881)
3249	1	(prob=0.0001,cumulative=0.7882)
3250	2	(prob=0.0001,cumulative=0.7883)
3253	1	(prob=0.0001,cumulative=0.7883)
3254	1	(prob=0.0001,cumulative=0.7884)
3255	1	(prob=0.0001,cumulative=0.7885)
3256	2	(prob=0.0001,cumulative=0.7886)
3257	3	(prob=0.0002,cumulative=0.7887)
3258	1	(prob=0.0001,cumulative=0.7888)
3259	2	(prob=0.0001,cumulative=0.7889)
3260	3	(prob=0.0002,cumulative=0.7891)
3261	2	(prob=0.0001,cumulative=0.7892)
3262	4	(prob=0.0002,cumulative=0.7895)
3263	5	(prob=0.0003,cumulative=0.7897)
3264	2	(prob=0.0001,cumulative=0.7899)
3265	1	(prob=0.0001,cumulative=0.7899)
3266	3	(prob=0.0002,cumulative=0.7901)
3267	1	(prob=0.0001,cumulative=0.7902)
3268	1	(prob=0.0001,cumulative=0.7902)
3269	1	(prob=0.0001,cumulative=0.7903)
3270	1	(prob=0.0001,cumulative=0.7903)
3271	1	(prob=0.0001,cumulative=0.7904)
3272	2	(prob=0.0001,cumulative=0.7905)
3273	2	(prob=0.0001,cumulative=0.7906)
3274	3	(prob=0.0002,cumulative=0.7908)
3275	3	(prob=0.0002,cumulative=0.7910)
3276	1	(prob=0.0001,cumulative=0.7910)
3277	5	(prob=0.0003,cumulative=0.7913)
3278	2	(prob=0.0001,cumulative=0.7915)
3279	2	(prob=0.0001,cumulative=0.7916)
3280	4	(prob=0.0002,cumulative=0.7918)
3281	1	(prob=0.0001,cumulative=0.7919)
3282	2	(prob=0.0001,cumulative=0.7920)
3283	2	(prob=0.0001,cumulative=0.7921)
3284	2	(prob=0.0001,cumulative=0.7922)
3285	1	(prob=0.0001,cumulative=0.7923)
3286	1	(prob=0.0001,cumulative=0.7923)
3287	2	(prob=0.0001,cumulative=0.7925)
3288	3	(prob=0.0002,cumulative=0.7926)
3289	6	(prob=0.0004,cumulative=0.7930)
3290	1	(prob=0.0001,cumulative=0.7931)
3291	2	(prob=0.0001,cumulative=0.7932)
3292	1	(prob=0.0001,cumulative=0.7932)
3293	4	(prob=0.0002,cumulative=0.7935)
3294	1	(prob=0.0001,cumulative=0.7935)
3295	1	(prob=0.0001,cumulative=0.7936)
3296	1	(prob=0.0001,cumulative=0.7936)
3297	2	(prob=0.0001,cumulative=0.7938)
3299	1	(prob=0.0001,cumulative=0.7938)
3300	2	(prob=0.0001,cumulative=0.7939)
3301	3	(prob=0.0002,cumulative=0.7941)
3302	1	(prob=0.0001,cumulative=0.7942)
3303	2	(prob=0.0001,cumulative=0.7943)
3304	4	(prob=0.0002,cumulative=0.7945)
3308	2	(prob=0.0001,cumulative=0.7946)
3312	2	(prob=0.0001,cumulative=0.7948)
3313	3	(prob=0.0002,cumulative=0.7949)
3315	2	(prob=0.0001,cumulative=0.7951)
3317	2	(prob=0.0001,cumulative=0.7952)
3320	3	(prob=0.0002,cumulative=0.7954)
3321	1	(prob=0.0001,cumulative=0.7954)
3322	2	(prob=0.0001,cumulative=0.7955)
3324	2	(prob=0.0001,cumulative=0.7956)
3327	4	(prob=0.0002,cumulative=0.7959)
3328	1	(prob=0.0001,cumulative=0.7959)
3329	2	(prob=0.0001,cumulative=0.7961)
3330	2	(prob=0.0001,cumulative=0.7962)
3331	3	(prob=0.0002,cumulative=0.7964)
3332	2	(prob=0.0001,cumulative=0.7965)
3334	1	(prob=0.0001,cumulative=0.7965)
3335	1	(prob=0.0001,cumulative=0.7966)
3336	1	(prob=0.0001,cumulative=0.7967)
3337	3	(prob=0.0002,cumulative=0.7968)
3338	1	(prob=0.0001,cumulative=0.7969)
3339	1	(prob=0.0001,cumulative=0.7969)
3340	1	(prob=0.0001,cumulative=0.7970)
3342	1	(prob=0.0001,cumulative=0.7971)
3343	1	(prob=0.0001,cumulative=0.7971)
3344	1	(prob=0.0001,cumulative=0.7972)
3346	1	(prob=0.0001,cumulative=0.7972)
3347	2	(prob=0.0001,cumulative=0.7974)
3348	1	(prob=0.0001,cumulative=0.7974)
3350	2	(prob=0.0001,cumulative=0.7975)
3352	4	(prob=0.0002,cumulative=0.7978)
3353	2	(prob=0.0001,cumulative=0.7979)
3354	1	(prob=0.0001,cumulative=0.7979)
3355	1	(prob=0.0001,cumulative=0.7980)
3356	3	(prob=0.0002,cumulative=0.7982)
3359	1	(prob=0.0001,cumulative=0.7982)
3360	1	(prob=0.0001,cumulative=0.7983)
3363	3	(prob=0.0002,cumulative=0.7985)
3364	2	(prob=0.0001,cumulative=0.7986)
3365	2	(prob=0.0001,cumulative=0.7987)
3366	2	(prob=0.0001,cumulative=0.7988)
3368	2	(prob=0.0001,cumulative=0.7990)
3369	2	(prob=0.0001,cumulative=0.7991)
3370	4	(prob=0.0002,cumulative=0.7993)
3371	4	(prob=0.0002,cumulative=0.7995)
3372	2	(prob=0.0001,cumulative=0.7997)
3373	1	(prob=0.0001,cumulative=0.7997)
3374	3	(prob=0.0002,cumulative=0.7999)
3376	2	(prob=0.0001,cumulative=0.8000)
3377	2	(prob=0.0001,cumulative=0.8001)
3378	2	(prob=0.0001,cumulative=0.8002)
3379	3	(prob=0.0002,cumulative=0.8004)
3380	2	(prob=0.0001,cumulative=0.8005)
3381	2	(prob=0.0001,cumulative=0.8007)
3382	1	(prob=0.0001,cumulative=0.8007)
3383	1	(prob=0.0001,cumulative=0.8008)
3385	1	(prob=0.0001,cumulative=0.8008)
3386	3	(prob=0.0002,cumulative=0.8010)
3387	1	(prob=0.0001,cumulative=0.8011)
3388	4	(prob=0.0002,cumulative=0.8013)
3389	1	(prob=0.0001,cumulative=0.8014)
3390	1	(prob=0.0001,cumulative=0.8014)
3391	2	(prob=0.0001,cumulative=0.8015)
3393	1	(prob=0.0001,cumulative=0.8016)
3394	2	(prob=0.0001,cumulative=0.8017)
3395	1	(prob=0.0001,cumulative=0.8018)
3396	1	(prob=0.0001,cumulative=0.8018)
3397	3	(prob=0.0002,cumulative=0.8020)
3398	3	(prob=0.0002,cumulative=0.8022)
3400	1	(prob=0.0001,cumulative=0.8023)
3402	1	(prob=0.0001,cumulative=0.8023)
3404	2	(prob=0.0001,cumulative=0.8024)
3405	1	(prob=0.0001,cumulative=0.8025)
3406	3	(prob=0.0002,cumulative=0.8027)
3407	1	(prob=0.0001,cumulative=0.8027)
3408	3	(prob=0.0002,cumulative=0.8029)
3409	1	(prob=0.0001,cumulative=0.8030)
3410	2	(prob=0.0001,cumulative=0.8031)
3411	1	(prob=0.0001,cumulative=0.8031)
3413	2	(prob=0.0001,cumulative=0.8033)
3414	2	(prob=0.0001,cumulative=0.8034)
3415	1	(prob=0.0001,cumulative=0.8034)
3416	2	(prob=0.0001,cumulative=0.8036)
3417	3	(prob=0.0002,cumulative=0.8037)
3419	1	(prob=0.0001,cumulative=0.8038)
3420	3	(prob=0.0002,cumulative=0.8040)
3421	2	(prob=0.0001,cumulative=0.8041)
3422	2	(prob=0.0001,cumulative=0.8042)
3423	3	(prob=0.0002,cumulative=0.8044)
3425	3	(prob=0.0002,cumulative=0.8046)
3426	2	(prob=0.0001,cumulative=0.8047)
3427	1	(prob=0.0001,cumulative=0.8047)
3428	1	(prob=0.0001,cumulative=0.8048)
3429	2	(prob=0.0001,cumulative=0.8049)
3430	1	(prob=0.0001,cumulative=0.8050)
3432	1	(prob=0.0001,cumulative=0.8050)
3433	3	(prob=0.0002,cumulative=0.8052)
3434	1	(prob=0.0001,cumulative=0.8053)
3435	2	(prob=0.0001,cumulative=0.8054)
3436	2	(prob=0.0001,cumulative=0.8055)
3438	1	(prob=0.0001,cumulative=0.8056)
3440	3	(prob=0.0002,cumulative=0.8057)
3443	1	(prob=0.0001,cumulative=0.8058)
3444	2	(prob=0.0001,cumulative=0.8059)
3446	3	(prob=0.0002,cumulative=0.8061)
3448	2	(prob=0.0001,cumulative=0.8062)
3452	2	(prob=0.0001,cumulative=0.8063)
3453	1	(prob=0.0001,cumulative=0.8064)
3454	4	(prob=0.0002,cumulative=0.8066)
3455	3	(prob=0.0002,cumulative=0.8068)
3456	1	(prob=0.0001,cumulative=0.8069)
3457	1	(prob=0.0001,cumulative=0.8069)
3459	2	(prob=0.0001,cumulative=0.8070)
3460	2	(prob=0.0001,cumulative=0.8071)
3461	1	(prob=0.0001,cumulative=0.8072)
3462	1	(prob=0.0001,cumulative=0.8073)
3463	2	(prob=0.0001,cumulative=0.8074)
3464	1	(prob=0.0001,cumulative=0.8074)
3465	2	(prob=0.0001,cumulative=0.8076)
3466	2	(prob=0.0001,cumulative=0.8077)
3467	2	(prob=0.0001,cumulative=0.8078)
3469	1	(prob=0.0001,cumulative=0.8079)
3471	1	(prob=0.0001,cumulative=0.8079)
3472	1	(prob=0.0001,cumulative=0.8080)
3473	1	(prob=0.0001,cumulative=0.8080)
3475	1	(prob=0.0001,cumulative=0.8081)
3476	2	(prob=0.0001,cumulative=0.8082)
3479	2	(prob=0.0001,cumulative=0.8083)
3482	2	(prob=0.0001,cumulative=0.8084)
3483	4	(prob=0.0002,cumulative=0.8087)
3485	2	(prob=0.0001,cumulative=0.8088)
3488	1	(prob=0.0001,cumulative=0.8089)
3491	1	(prob=0.0001,cumulative=0.8089)
3495	1	(prob=0.0001,cumulative=0.8090)
3496	2	(prob=0.0001,cumulative=0.8091)
3497	1	(prob=0.0001,cumulative=0.8092)
3499	2	(prob=0.0001,cumulative=0.8093)
3501	2	(prob=0.0001,cumulative=0.8094)
3502	1	(prob=0.0001,cumulative=0.8094)
3503	1	(prob=0.0001,cumulative=0.8095)
3504	2	(prob=0.0001,cumulative=0.8096)
3505	4	(prob=0.0002,cumulative=0.8099)
3506	1	(prob=0.0001,cumulative=0.8099)
3507	1	(prob=0.0001,cumulative=0.8100)
3508	1	(prob=0.0001,cumulative=0.8100)
3509	1	(prob=0.0001,cumulative=0.8101)
3510	1	(prob=0.0001,cumulative=0.8102)
3511	1	(prob=0.0001,cumulative=0.8102)
3512	1	(prob=0.0001,cumulative=0.8103)
3513	1	(prob=0.0001,cumulative=0.8103)
3514	4	(prob=0.0002,cumulative=0.8106)
3516	1	(prob=0.0001,cumulative=0.8106)
3517	4	(prob=0.0002,cumulative=0.8109)
3518	3	(prob=0.0002,cumulative=0.8110)
3519	2	(prob=0.0001,cumulative=0.8112)
3520	1	(prob=0.0001,cumulative=0.8112)
3523	1	(prob=0.0001,cumulative=0.8113)
3524	1	(prob=0.0001,cumulative=0.8113)
3526	3	(prob=0.0002,cumulative=0.8115)
3527	1	(prob=0.0001,cumulative=0.8116)
3528	1	(prob=0.0001,cumulative=0.8116)
3529	4	(prob=0.0002,cumulative=0.8119)
3531	1	(prob=0.0001,cumulative=0.8119)
3532	1	(prob=0.0001,cumulative=0.8120)
3534	1	(prob=0.0001,cumulative=0.8120)
3535	2	(prob=0.0001,cumulative=0.8122)
3536	1	(prob=0.0001,cumulative=0.8122)
3538	3	(prob=0.0002,cumulative=0.8124)
3541	1	(prob=0.0001,cumulative=0.8125)
3542	1	(prob=0.0001,cumulative=0.8125)
3543	2	(prob=0.0001,cumulative=0.8126)
3544	2	(prob=0.0001,cumulative=0.8128)
3545	2	(prob=0.0001,cumulative=0.8129)
3546	3	(prob=0.0002,cumulative=0.8130)
3547	3	(prob=0.0002,cumulative=0.8132)
3549	2	(prob=0.0001,cumulative=0.8133)
3550	3	(prob=0.0002,cumulative=0.8135)
3551	3	(prob=0.0002,cumulative=0.8137)
3552	2	(prob=0.0001,cumulative=0.8138)
3553	1	(prob=0.0001,cumulative=0.8139)
3554	3	(prob=0.0002,cumulative=0.8140)
3555	2	(prob=0.0001,cumulative=0.8142)
3556	2	(prob=0.0001,cumulative=0.8143)
3558	2	(prob=0.0001,cumulative=0.8144)
3561	1	(prob=0.0001,cumulative=0.8145)
3562	3	(prob=0.0002,cumulative=0.8146)
3563	2	(prob=0.0001,cumulative=0.8148)
3564	1	(prob=0.0001,cumulative=0.8148)
3566	1	(prob=0.0001,cumulative=0.8149)
3567	2	(prob=0.0001,cumulative=0.8150)
3568	1	(prob=0.0001,cumulative=0.8151)
3569	5	(prob=0.0003,cumulative=0.8153)
3570	1	(prob=0.0001,cumulative=0.8154)
3571	3	(prob=0.0002,cumulative=0.8156)
3572	1	(prob=0.0001,cumulative=0.8156)
3573	1	(prob=0.0001,cumulative=0.8157)
3575	5	(prob=0.0003,cumulative=0.8160)
3576	1	(prob=0.0001,cumulative=0.8161)
3577	1	(prob=0.0001,cumulative=0.8161)
3578	1	(prob=0.0001,cumulative=0.8162)
3579	1	(prob=0.0001,cumulative=0.8162)
3580	1	(prob=0.0001,cumulative=0.8163)
3581	1	(prob=0.0001,cumulative=0.8163)
3582	1	(prob=0.0001,cumulative=0.8164)
3583	1	(prob=0.0001,cumulative=0.8165)
3584	5	(prob=0.0003,cumulative=0.8168)
3585	2	(prob=0.0001,cumulative=0.8169)
3587	1	(prob=0.0001,cumulative=0.8169)
3588	1	(prob=0.0001,cumulative=0.8170)
3589	3	(prob=0.0002,cumulative=0.8172)
3591	2	(prob=0.0001,cumulative=0.8173)
3592	1	(prob=0.0001,cumulative=0.8174)
3594	1	(prob=0.0001,cumulative=0.8174)
3597	1	(prob=0.0001,cumulative=0.8175)
3598	2	(prob=0.0001,cumulative=0.8176)
3599	2	(prob=0.0001,cumulative=0.8177)
3600	1	(prob=0.0001,cumulative=0.8178)
3601	2	(prob=0.0001,cumulative=0.8179)
3602	1	(prob=0.0001,cumulative=0.8179)
3603	2	(prob=0.0001,cumulative=0.8181)
3604	1	(prob=0.0001,cumulative=0.8181)
3606	1	(prob=0.0001,cumulative=0.8182)
3607	1	(prob=0.0001,cumulative=0.8182)
3608	3	(prob=0.0002,cumulative=0.8184)
3609	2	(prob=0.0001,cumulative=0.8185)
3611	1	(prob=0.0001,cumulative=0.8186)
3612	2	(prob=0.0001,cumulative=0.8187)
3613	1	(prob=0.0001,cumulative=0.8188)
3616	2	(prob=0.0001,cumulative=0.8189)
3617	2	(prob=0.0001,cumulative=0.8190)
3618	3	(prob=0.0002,cumulative=0.8192)
3619	3	(prob=0.0002,cumulative=0.8194)
3620	3	(prob=0.0002,cumulative=0.8195)
3621	2	(prob=0.0001,cumulative=0.8197)
3622	2	(prob=0.0001,cumulative=0.8198)
3623	3	(prob=0.0002,cumulative=0.8199)
3625	1	(prob=0.0001,cumulative=0.8200)
3627	1	(prob=0.0001,cumulative=0.8201)
3628	2	(prob=0.0001,cumulative=0.8202)
3629	2	(prob=0.0001,cumulative=0.8203)
3632	2	(prob=0.0001,cumulative=0.8204)
3634	1	(prob=0.0001,cumulative=0.8205)
3635	2	(prob=0.0001,cumulative=0.8206)
3636	1	(prob=0.0001,cumulative=0.8207)
3637	2	(prob=0.0001,cumulative=0.8208)
3639	1	(prob=0.0001,cumulative=0.8208)
3640	2	(prob=0.0001,cumulative=0.8209)
3641	1	(prob=0.0001,cumulative=0.8210)
3643	1	(prob=0.0001,cumulative=0.8211)
3647	1	(prob=0.0001,cumulative=0.8211)
3649	2	(prob=0.0001,cumulative=0.8212)
3650	1	(prob=0.0001,cumulative=0.8213)
3651	1	(prob=0.0001,cumulative=0.8214)
3653	1	(prob=0.0001,cumulative=0.8214)
3654	2	(prob=0.0001,cumulative=0.8215)
3657	3	(prob=0.0002,cumulative=0.8217)
3658	3	(prob=0.0002,cumulative=0.8219)
3660	2	(prob=0.0001,cumulative=0.8220)
3661	2	(prob=0.0001,cumulative=0.8221)
3662	2	(prob=0.0001,cumulative=0.8222)
3665	2	(prob=0.0001,cumulative=0.8224)
3666	1	(prob=0.0001,cumulative=0.8224)
3667	1	(prob=0.0001,cumulative=0.8225)
3668	3	(prob=0.0002,cumulative=0.8227)
3669	2	(prob=0.0001,cumulative=0.8228)
3670	1	(prob=0.0001,cumulative=0.8228)
3671	1	(prob=0.0001,cumulative=0.8229)
3672	1	(prob=0.0001,cumulative=0.8230)
3673	3	(prob=0.0002,cumulative=0.8231)
3674	1	(prob=0.0001,cumulative=0.8232)
3675	1	(prob=0.0001,cumulative=0.8232)
3676	1	(prob=0.0001,cumulative=0.8233)
3677	2	(prob=0.0001,cumulative=0.8234)
3679	2	(prob=0.0001,cumulative=0.8235)
3680	1	(prob=0.0001,cumulative=0.8236)
3681	3	(prob=0.0002,cumulative=0.8238)
3682	2	(prob=0.0001,cumulative=0.8239)
3683	3	(prob=0.0002,cumulative=0.8241)
3684	1	(prob=0.0001,cumulative=0.8241)
3685	3	(prob=0.0002,cumulative=0.8243)
3687	3	(prob=0.0002,cumulative=0.8245)
3688	1	(prob=0.0001,cumulative=0.8245)
3689	2	(prob=0.0001,cumulative=0.8247)
3691	4	(prob=0.0002,cumulative=0.8249)
3692	2	(prob=0.0001,cumulative=0.8250)
3694	1	(prob=0.0001,cumulative=0.8251)
3696	1	(prob=0.0001,cumulative=0.8251)
3697	1	(prob=0.0001,cumulative=0.8252)
3698	1	(prob=0.0001,cumulative=0.8253)
3700	2	(prob=0.0001,cumulative=0.8254)
3701	1	(prob=0.0001,cumulative=0.8254)
3702	1	(prob=0.0001,cumulative=0.8255)
3703	1	(prob=0.0001,cumulative=0.8255)
3704	1	(prob=0.0001,cumulative=0.8256)
3705	1	(prob=0.0001,cumulative=0.8257)
3706	1	(prob=0.0001,cumulative=0.8257)
3708	2	(prob=0.0001,cumulative=0.8258)
3711	2	(prob=0.0001,cumulative=0.8260)
3713	1	(prob=0.0001,cumulative=0.8260)
3715	2	(prob=0.0001,cumulative=0.8261)
3716	2	(prob=0.0001,cumulative=0.8263)
3718	2	(prob=0.0001,cumulative=0.8264)
3719	2	(prob=0.0001,cumulative=0.8265)
3720	1	(prob=0.0001,cumulative=0.8266)
3721	1	(prob=0.0001,cumulative=0.8266)
3723	2	(prob=0.0001,cumulative=0.8267)
3726	2	(prob=0.0001,cumulative=0.8268)
3727	1	(prob=0.0001,cumulative=0.8269)
3728	1	(prob=0.0001,cumulative=0.8270)
3730	1	(prob=0.0001,cumulative=0.8270)
3732	1	(prob=0.0001,cumulative=0.8271)
3735	1	(prob=0.0001,cumulative=0.8271)
3736	2	(prob=0.0001,cumulative=0.8273)
3738	1	(prob=0.0001,cumulative=0.8273)
3739	3	(prob=0.0002,cumulative=0.8275)
3741	2	(prob=0.0001,cumulative=0.8276)
3743	3	(prob=0.0002,cumulative=0.8278)
3745	1	(prob=0.0001,cumulative=0.8278)
3746	2	(prob=0.0001,cumulative=0.8280)
3748	2	(prob=0.0001,cumulative=0.8281)
3749	1	(prob=0.0001,cumulative=0.8281)
3750	2	(prob=0.0001,cumulative=0.8283)
3751	1	(prob=0.0001,cumulative=0.8283)
3752	1	(prob=0.0001,cumulative=0.8284)
3755	2	(prob=0.0001,cumulative=0.8285)
3756	1	(prob=0.0001,cumulative=0.8286)
3758	1	(prob=0.0001,cumulative=0.8286)
3761	1	(prob=0.0001,cumulative=0.8287)
3762	1	(prob=0.0001,cumulative=0.8287)
3765	2	(prob=0.0001,cumulative=0.8289)
3766	2	(prob=0.0001,cumulative=0.8290)
3769	1	(prob=0.0001,cumulative=0.8290)
3770	2	(prob=0.0001,cumulative=0.8291)
3771	2	(prob=0.0001,cumulative=0.8293)
3772	3	(prob=0.0002,cumulative=0.8294)
3773	2	(prob=0.0001,cumulative=0.8296)
3775	2	(prob=0.0001,cumulative=0.8297)
3776	1	(prob=0.0001,cumulative=0.8297)
3777	1	(prob=0.0001,cumulative=0.8298)
3778	3	(prob=0.0002,cumulative=0.8300)
3779	2	(prob=0.0001,cumulative=0.8301)
3780	1	(prob=0.0001,cumulative=0.8301)
3782	1	(prob=0.0001,cumulative=0.8302)
