intron	length	distribution
1191	1	(prob=0.0000,cumulative=0.9724)
1192	3	(prob=0.0000,cumulative=0.9725)
1193	3	(prob=0.0000,cumulative=0.9725)
1194	2	(prob=0.0000,cumulative=0.9725)
1195	1	(prob=0.0000,cumulative=0.9725)
1196	3	(prob=0.0000,cumulative=0.9726)
1198	1	(prob=0.0000,cumulative=0.9726)
1199	1	(prob=0.0000,cumulative=0.9726)
1200	3	(prob=0.0000,cumulative=0.9726)
1201	3	(prob=0.0000,cumulative=0.9727)
1202	3	(prob=0.0000,cumulative=0.9727)
1203	4	(prob=0.0000,cumulative=0.9728)
1206	3	(prob=0.0000,cumulative=0.9728)
1207	4	(prob=0.0000,cumulative=0.9728)
1208	1	(prob=0.0000,cumulative=0.9728)
1209	3	(prob=0.0000,cumulative=0.9729)
1211	2	(prob=0.0000,cumulative=0.9729)
1212	3	(prob=0.0000,cumulative=0.9729)
1213	3	(prob=0.0000,cumulative=0.9730)
1214	2	(prob=0.0000,cumulative=0.9730)
1215	3	(prob=0.0000,cumulative=0.9730)
1216	3	(prob=0.0000,cumulative=0.9731)
1218	3	(prob=0.0000,cumulative=0.9731)
1219	3	(prob=0.0000,cumulative=0.9731)
1220	5	(prob=0.0001,cumulative=0.9732)
1221	3	(prob=0.0000,cumulative=0.9732)
1222	3	(prob=0.0000,cumulative=0.9733)
1223	3	(prob=0.0000,cumulative=0.9733)
1224	1	(prob=0.0000,cumulative=0.9733)
1225	2	(prob=0.0000,cumulative=0.9734)
1226	1	(prob=0.0000,cumulative=0.9734)
1227	3	(prob=0.0000,cumulative=0.9734)
1228	2	(prob=0.0000,cumulative=0.9734)
1229	3	(prob=0.0000,cumulative=0.9735)
1230	6	(prob=0.0001,cumulative=0.9735)
1231	1	(prob=0.0000,cumulative=0.9735)
1232	2	(prob=0.0000,cumulative=0.9736)
1233	1	(prob=0.0000,cumulative=0.9736)
1234	3	(prob=0.0000,cumulative=0.9736)
1235	1	(prob=0.0000,cumulative=0.9736)
1236	3	(prob=0.0000,cumulative=0.9737)
1237	1	(prob=0.0000,cumulative=0.9737)
1238	3	(prob=0.0000,cumulative=0.9737)
1239	2	(prob=0.0000,cumulative=0.9737)
1241	4	(prob=0.0000,cumulative=0.9738)
1242	1	(prob=0.0000,cumulative=0.9738)
1243	2	(prob=0.0000,cumulative=0.9738)
1244	5	(prob=0.0001,cumulative=0.9739)
1245	5	(prob=0.0001,cumulative=0.9739)
1246	3	(prob=0.0000,cumulative=0.9740)
1247	3	(prob=0.0000,cumulative=0.9740)
1248	2	(prob=0.0000,cumulative=0.9740)
1249	2	(prob=0.0000,cumulative=0.9741)
1250	2	(prob=0.0000,cumulative=0.9741)
1252	1	(prob=0.0000,cumulative=0.9741)
1253	2	(prob=0.0000,cumulative=0.9741)
1254	1	(prob=0.0000,cumulative=0.9741)
1255	2	(prob=0.0000,cumulative=0.9742)
1256	6	(prob=0.0001,cumulative=0.9742)
1257	4	(prob=0.0000,cumulative=0.9743)
1258	1	(prob=0.0000,cumulative=0.9743)
1259	1	(prob=0.0000,cumulative=0.9743)
1260	4	(prob=0.0000,cumulative=0.9743)
1261	2	(prob=0.0000,cumulative=0.9744)
1262	3	(prob=0.0000,cumulative=0.9744)
1263	2	(prob=0.0000,cumulative=0.9744)
1264	2	(prob=0.0000,cumulative=0.9745)
1265	1	(prob=0.0000,cumulative=0.9745)
1266	4	(prob=0.0000,cumulative=0.9745)
1267	1	(prob=0.0000,cumulative=0.9745)
1268	5	(prob=0.0001,cumulative=0.9746)
1269	2	(prob=0.0000,cumulative=0.9746)
1270	1	(prob=0.0000,cumulative=0.9746)
1271	2	(prob=0.0000,cumulative=0.9746)
1272	1	(prob=0.0000,cumulative=0.9747)
1273	3	(prob=0.0000,cumulative=0.9747)
1274	2	(prob=0.0000,cumulative=0.9747)
1275	4	(prob=0.0000,cumulative=0.9748)
1276	5	(prob=0.0001,cumulative=0.9748)
1277	2	(prob=0.0000,cumulative=0.9748)
1278	4	(prob=0.0000,cumulative=0.9749)
1279	2	(prob=0.0000,cumulative=0.9749)
1280	3	(prob=0.0000,cumulative=0.9750)
1281	3	(prob=0.0000,cumulative=0.9750)
1283	1	(prob=0.0000,cumulative=0.9750)
1284	3	(prob=0.0000,cumulative=0.9750)
1285	1	(prob=0.0000,cumulative=0.9750)
1286	1	(prob=0.0000,cumulative=0.9751)
1287	3	(prob=0.0000,cumulative=0.9751)
1288	6	(prob=0.0001,cumulative=0.9752)
1289	3	(prob=0.0000,cumulative=0.9752)
1290	4	(prob=0.0000,cumulative=0.9753)
1291	2	(prob=0.0000,cumulative=0.9753)
1293	4	(prob=0.0000,cumulative=0.9753)
1294	1	(prob=0.0000,cumulative=0.9753)
1296	1	(prob=0.0000,cumulative=0.9753)
1297	2	(prob=0.0000,cumulative=0.9754)
1299	2	(prob=0.0000,cumulative=0.9754)
1300	1	(prob=0.0000,cumulative=0.9754)
1301	2	(prob=0.0000,cumulative=0.9754)
1302	4	(prob=0.0000,cumulative=0.9755)
1303	2	(prob=0.0000,cumulative=0.9755)
1304	2	(prob=0.0000,cumulative=0.9755)
1305	4	(prob=0.0000,cumulative=0.9756)
1306	2	(prob=0.0000,cumulative=0.9756)
1307	1	(prob=0.0000,cumulative=0.9756)
1308	2	(prob=0.0000,cumulative=0.9756)
1309	4	(prob=0.0000,cumulative=0.9757)
1310	1	(prob=0.0000,cumulative=0.9757)
1311	3	(prob=0.0000,cumulative=0.9757)
1312	2	(prob=0.0000,cumulative=0.9758)
1313	4	(prob=0.0000,cumulative=0.9758)
1317	1	(prob=0.0000,cumulative=0.9758)
1318	3	(prob=0.0000,cumulative=0.9758)
1321	2	(prob=0.0000,cumulative=0.9759)
1323	2	(prob=0.0000,cumulative=0.9759)
1325	4	(prob=0.0000,cumulative=0.9759)
1326	2	(prob=0.0000,cumulative=0.9760)
1327	1	(prob=0.0000,cumulative=0.9760)
1328	1	(prob=0.0000,cumulative=0.9760)
1329	1	(prob=0.0000,cumulative=0.9760)
1330	2	(prob=0.0000,cumulative=0.9760)
1331	1	(prob=0.0000,cumulative=0.9760)
1332	3	(prob=0.0000,cumulative=0.9761)
1333	3	(prob=0.0000,cumulative=0.9761)
1334	2	(prob=0.0000,cumulative=0.9761)
1335	2	(prob=0.0000,cumulative=0.9762)
1337	2	(prob=0.0000,cumulative=0.9762)
1338	3	(prob=0.0000,cumulative=0.9762)
1339	3	(prob=0.0000,cumulative=0.9763)
1340	3	(prob=0.0000,cumulative=0.9763)
1341	2	(prob=0.0000,cumulative=0.9763)
1342	2	(prob=0.0000,cumulative=0.9763)
1343	2	(prob=0.0000,cumulative=0.9764)
1344	1	(prob=0.0000,cumulative=0.9764)
1345	1	(prob=0.0000,cumulative=0.9764)
1346	2	(prob=0.0000,cumulative=0.9764)
1348	2	(prob=0.0000,cumulative=0.9764)
1349	2	(prob=0.0000,cumulative=0.9765)
1350	1	(prob=0.0000,cumulative=0.9765)
1351	2	(prob=0.0000,cumulative=0.9765)
1352	1	(prob=0.0000,cumulative=0.9765)
1353	3	(prob=0.0000,cumulative=0.9765)
1354	2	(prob=0.0000,cumulative=0.9766)
1355	2	(prob=0.0000,cumulative=0.9766)
1357	1	(prob=0.0000,cumulative=0.9766)
1358	2	(prob=0.0000,cumulative=0.9766)
1360	3	(prob=0.0000,cumulative=0.9767)
1361	1	(prob=0.0000,cumulative=0.9767)
1362	3	(prob=0.0000,cumulative=0.9767)
1363	1	(prob=0.0000,cumulative=0.9767)
1364	2	(prob=0.0000,cumulative=0.9767)
1365	1	(prob=0.0000,cumulative=0.9768)
1366	2	(prob=0.0000,cumulative=0.9768)
1367	1	(prob=0.0000,cumulative=0.9768)
1368	3	(prob=0.0000,cumulative=0.9768)
1369	2	(prob=0.0000,cumulative=0.9769)
1370	3	(prob=0.0000,cumulative=0.9769)
1371	3	(prob=0.0000,cumulative=0.9769)
1372	2	(prob=0.0000,cumulative=0.9769)
1373	5	(prob=0.0001,cumulative=0.9770)
1374	3	(prob=0.0000,cumulative=0.9770)
1375	1	(prob=0.0000,cumulative=0.9771)
1376	2	(prob=0.0000,cumulative=0.9771)
1377	1	(prob=0.0000,cumulative=0.9771)
1378	1	(prob=0.0000,cumulative=0.9771)
1379	1	(prob=0.0000,cumulative=0.9771)
1380	1	(prob=0.0000,cumulative=0.9771)
1381	1	(prob=0.0000,cumulative=0.9771)
1382	2	(prob=0.0000,cumulative=0.9772)
1383	1	(prob=0.0000,cumulative=0.9772)
1384	2	(prob=0.0000,cumulative=0.9772)
1385	2	(prob=0.0000,cumulative=0.9772)
1386	2	(prob=0.0000,cumulative=0.9772)
1387	2	(prob=0.0000,cumulative=0.9773)
1388	1	(prob=0.0000,cumulative=0.9773)
1389	2	(prob=0.0000,cumulative=0.9773)
1390	3	(prob=0.0000,cumulative=0.9773)
1391	1	(prob=0.0000,cumulative=0.9774)
1392	2	(prob=0.0000,cumulative=0.9774)
1393	1	(prob=0.0000,cumulative=0.9774)
1394	1	(prob=0.0000,cumulative=0.9774)
1396	4	(prob=0.0000,cumulative=0.9775)
1397	1	(prob=0.0000,cumulative=0.9775)
1398	4	(prob=0.0000,cumulative=0.9775)
1399	2	(prob=0.0000,cumulative=0.9775)
1400	2	(prob=0.0000,cumulative=0.9776)
1401	3	(prob=0.0000,cumulative=0.9776)
1402	2	(prob=0.0000,cumulative=0.9776)
1403	1	(prob=0.0000,cumulative=0.9776)
1405	1	(prob=0.0000,cumulative=0.9776)
1406	1	(prob=0.0000,cumulative=0.9777)
1407	1	(prob=0.0000,cumulative=0.9777)
1408	1	(prob=0.0000,cumulative=0.9777)
1409	1	(prob=0.0000,cumulative=0.9777)
1410	3	(prob=0.0000,cumulative=0.9777)
1411	2	(prob=0.0000,cumulative=0.9778)
1412	1	(prob=0.0000,cumulative=0.9778)
1413	1	(prob=0.0000,cumulative=0.9778)
1414	3	(prob=0.0000,cumulative=0.9778)
1415	1	(prob=0.0000,cumulative=0.9778)
1416	3	(prob=0.0000,cumulative=0.9779)
1419	1	(prob=0.0000,cumulative=0.9779)
1420	1	(prob=0.0000,cumulative=0.9779)
1422	2	(prob=0.0000,cumulative=0.9779)
1423	4	(prob=0.0000,cumulative=0.9780)
1424	2	(prob=0.0000,cumulative=0.9780)
1425	1	(prob=0.0000,cumulative=0.9780)
1426	1	(prob=0.0000,cumulative=0.9780)
1427	2	(prob=0.0000,cumulative=0.9780)
1428	4	(prob=0.0000,cumulative=0.9781)
1429	1	(prob=0.0000,cumulative=0.9781)
1430	3	(prob=0.0000,cumulative=0.9781)
1431	1	(prob=0.0000,cumulative=0.9781)
1432	3	(prob=0.0000,cumulative=0.9782)
1433	1	(prob=0.0000,cumulative=0.9782)
1434	2	(prob=0.0000,cumulative=0.9782)
1435	1	(prob=0.0000,cumulative=0.9782)
1436	5	(prob=0.0001,cumulative=0.9783)
1437	1	(prob=0.0000,cumulative=0.9783)
1438	2	(prob=0.0000,cumulative=0.9783)
1439	2	(prob=0.0000,cumulative=0.9783)
1440	1	(prob=0.0000,cumulative=0.9783)
1441	4	(prob=0.0000,cumulative=0.9784)
1442	1	(prob=0.0000,cumulative=0.9784)
1443	1	(prob=0.0000,cumulative=0.9784)
1444	1	(prob=0.0000,cumulative=0.9784)
1445	1	(prob=0.0000,cumulative=0.9784)
1446	3	(prob=0.0000,cumulative=0.9785)
1447	3	(prob=0.0000,cumulative=0.9785)
1448	2	(prob=0.0000,cumulative=0.9785)
1450	1	(prob=0.0000,cumulative=0.9786)
1451	1	(prob=0.0000,cumulative=0.9786)
1452	1	(prob=0.0000,cumulative=0.9786)
1453	1	(prob=0.0000,cumulative=0.9786)
1454	1	(prob=0.0000,cumulative=0.9786)
1455	4	(prob=0.0000,cumulative=0.9786)
1456	2	(prob=0.0000,cumulative=0.9787)
1457	3	(prob=0.0000,cumulative=0.9787)
1458	1	(prob=0.0000,cumulative=0.9787)
1460	1	(prob=0.0000,cumulative=0.9787)
1461	3	(prob=0.0000,cumulative=0.9788)
1463	1	(prob=0.0000,cumulative=0.9788)
1464	1	(prob=0.0000,cumulative=0.9788)
1466	2	(prob=0.0000,cumulative=0.9788)
1467	1	(prob=0.0000,cumulative=0.9788)
1468	1	(prob=0.0000,cumulative=0.9788)
1469	2	(prob=0.0000,cumulative=0.9789)
1470	2	(prob=0.0000,cumulative=0.9789)
1471	2	(prob=0.0000,cumulative=0.9789)
1472	5	(prob=0.0001,cumulative=0.9790)
1473	3	(prob=0.0000,cumulative=0.9790)
1474	2	(prob=0.0000,cumulative=0.9790)
1475	1	(prob=0.0000,cumulative=0.9790)
1476	3	(prob=0.0000,cumulative=0.9791)
1477	2	(prob=0.0000,cumulative=0.9791)
1478	1	(prob=0.0000,cumulative=0.9791)
1480	1	(prob=0.0000,cumulative=0.9791)
1481	1	(prob=0.0000,cumulative=0.9791)
1482	1	(prob=0.0000,cumulative=0.9791)
1483	2	(prob=0.0000,cumulative=0.9792)
1484	3	(prob=0.0000,cumulative=0.9792)
1485	2	(prob=0.0000,cumulative=0.9792)
1486	3	(prob=0.0000,cumulative=0.9793)
1488	1	(prob=0.0000,cumulative=0.9793)
1489	2	(prob=0.0000,cumulative=0.9793)
1490	1	(prob=0.0000,cumulative=0.9793)
1491	1	(prob=0.0000,cumulative=0.9793)
1492	2	(prob=0.0000,cumulative=0.9794)
1494	2	(prob=0.0000,cumulative=0.9794)
1495	2	(prob=0.0000,cumulative=0.9794)
1496	2	(prob=0.0000,cumulative=0.9794)
1497	3	(prob=0.0000,cumulative=0.9795)
1498	1	(prob=0.0000,cumulative=0.9795)
1499	2	(prob=0.0000,cumulative=0.9795)
1500	2	(prob=0.0000,cumulative=0.9795)
1501	1	(prob=0.0000,cumulative=0.9795)
1503	2	(prob=0.0000,cumulative=0.9796)
1504	1	(prob=0.0000,cumulative=0.9796)
1505	2	(prob=0.0000,cumulative=0.9796)
1506	1	(prob=0.0000,cumulative=0.9796)
1507	4	(prob=0.0000,cumulative=0.9797)
1510	4	(prob=0.0000,cumulative=0.9797)
1512	2	(prob=0.0000,cumulative=0.9797)
1513	3	(prob=0.0000,cumulative=0.9798)
1514	2	(prob=0.0000,cumulative=0.9798)
1515	3	(prob=0.0000,cumulative=0.9798)
1516	4	(prob=0.0000,cumulative=0.9799)
1517	1	(prob=0.0000,cumulative=0.9799)
1519	1	(prob=0.0000,cumulative=0.9799)
1520	1	(prob=0.0000,cumulative=0.9799)
1522	1	(prob=0.0000,cumulative=0.9799)
1523	3	(prob=0.0000,cumulative=0.9800)
1525	2	(prob=0.0000,cumulative=0.9800)
1527	4	(prob=0.0000,cumulative=0.9800)
1528	1	(prob=0.0000,cumulative=0.9800)
1529	3	(prob=0.0000,cumulative=0.9801)
1530	2	(prob=0.0000,cumulative=0.9801)
1531	3	(prob=0.0000,cumulative=0.9801)
1532	3	(prob=0.0000,cumulative=0.9802)
1533	1	(prob=0.0000,cumulative=0.9802)
1534	1	(prob=0.0000,cumulative=0.9802)
1535	1	(prob=0.0000,cumulative=0.9802)
1536	4	(prob=0.0000,cumulative=0.9802)
1537	2	(prob=0.0000,cumulative=0.9803)
1539	1	(prob=0.0000,cumulative=0.9803)
1540	1	(prob=0.0000,cumulative=0.9803)
1541	3	(prob=0.0000,cumulative=0.9803)
1542	2	(prob=0.0000,cumulative=0.9804)
1543	1	(prob=0.0000,cumulative=0.9804)
1544	2	(prob=0.0000,cumulative=0.9804)
1545	2	(prob=0.0000,cumulative=0.9804)
1546	3	(prob=0.0000,cumulative=0.9805)
1549	4	(prob=0.0000,cumulative=0.9805)
1550	2	(prob=0.0000,cumulative=0.9805)
1551	2	(prob=0.0000,cumulative=0.9805)
1552	3	(prob=0.0000,cumulative=0.9806)
1555	1	(prob=0.0000,cumulative=0.9806)
1556	4	(prob=0.0000,cumulative=0.9806)
1557	2	(prob=0.0000,cumulative=0.9807)
1558	1	(prob=0.0000,cumulative=0.9807)
1559	2	(prob=0.0000,cumulative=0.9807)
1560	1	(prob=0.0000,cumulative=0.9807)
1561	4	(prob=0.0000,cumulative=0.9808)
1562	1	(prob=0.0000,cumulative=0.9808)
1563	1	(prob=0.0000,cumulative=0.9808)
1564	3	(prob=0.0000,cumulative=0.9808)
1565	2	(prob=0.0000,cumulative=0.9808)
1566	2	(prob=0.0000,cumulative=0.9809)
1567	2	(prob=0.0000,cumulative=0.9809)
1568	2	(prob=0.0000,cumulative=0.9809)
1569	2	(prob=0.0000,cumulative=0.9809)
1570	1	(prob=0.0000,cumulative=0.9810)
1571	1	(prob=0.0000,cumulative=0.9810)
1572	1	(prob=0.0000,cumulative=0.9810)
1574	1	(prob=0.0000,cumulative=0.9810)
1575	1	(prob=0.0000,cumulative=0.9810)
1576	1	(prob=0.0000,cumulative=0.9810)
1577	4	(prob=0.0000,cumulative=0.9811)
1578	2	(prob=0.0000,cumulative=0.9811)
1579	5	(prob=0.0001,cumulative=0.9811)
1581	1	(prob=0.0000,cumulative=0.9812)
1584	1	(prob=0.0000,cumulative=0.9812)
1585	1	(prob=0.0000,cumulative=0.9812)
1586	3	(prob=0.0000,cumulative=0.9812)
1588	1	(prob=0.0000,cumulative=0.9812)
1589	1	(prob=0.0000,cumulative=0.9812)
1590	2	(prob=0.0000,cumulative=0.9813)
1591	3	(prob=0.0000,cumulative=0.9813)
1592	1	(prob=0.0000,cumulative=0.9813)
1593	1	(prob=0.0000,cumulative=0.9813)
1594	2	(prob=0.0000,cumulative=0.9813)
1595	2	(prob=0.0000,cumulative=0.9814)
1596	4	(prob=0.0000,cumulative=0.9814)
1597	1	(prob=0.0000,cumulative=0.9814)
1598	1	(prob=0.0000,cumulative=0.9814)
1602	1	(prob=0.0000,cumulative=0.9815)
1603	1	(prob=0.0000,cumulative=0.9815)
1604	1	(prob=0.0000,cumulative=0.9815)
1606	3	(prob=0.0000,cumulative=0.9815)
1607	3	(prob=0.0000,cumulative=0.9816)
1608	1	(prob=0.0000,cumulative=0.9816)
1609	2	(prob=0.0000,cumulative=0.9816)
1612	2	(prob=0.0000,cumulative=0.9816)
1613	2	(prob=0.0000,cumulative=0.9816)
1615	1	(prob=0.0000,cumulative=0.9816)
1617	2	(prob=0.0000,cumulative=0.9817)
1619	3	(prob=0.0000,cumulative=0.9817)
1620	1	(prob=0.0000,cumulative=0.9817)
1622	2	(prob=0.0000,cumulative=0.9817)
1623	1	(prob=0.0000,cumulative=0.9818)
1625	2	(prob=0.0000,cumulative=0.9818)
1626	4	(prob=0.0000,cumulative=0.9818)
1627	4	(prob=0.0000,cumulative=0.9819)
1628	1	(prob=0.0000,cumulative=0.9819)
1629	1	(prob=0.0000,cumulative=0.9819)
1631	3	(prob=0.0000,cumulative=0.9819)
1636	1	(prob=0.0000,cumulative=0.9819)
1637	1	(prob=0.0000,cumulative=0.9820)
1638	3	(prob=0.0000,cumulative=0.9820)
1639	2	(prob=0.0000,cumulative=0.9820)
1640	3	(prob=0.0000,cumulative=0.9821)
1641	1	(prob=0.0000,cumulative=0.9821)
1642	7	(prob=0.0001,cumulative=0.9821)
1643	1	(prob=0.0000,cumulative=0.9822)
1644	1	(prob=0.0000,cumulative=0.9822)
1645	1	(prob=0.0000,cumulative=0.9822)
1647	4	(prob=0.0000,cumulative=0.9822)
1648	1	(prob=0.0000,cumulative=0.9822)
1649	2	(prob=0.0000,cumulative=0.9823)
1650	1	(prob=0.0000,cumulative=0.9823)
1651	1	(prob=0.0000,cumulative=0.9823)
1652	2	(prob=0.0000,cumulative=0.9823)
1653	1	(prob=0.0000,cumulative=0.9823)
1654	2	(prob=0.0000,cumulative=0.9824)
1656	2	(prob=0.0000,cumulative=0.9824)
1657	2	(prob=0.0000,cumulative=0.9824)
1658	1	(prob=0.0000,cumulative=0.9824)
1659	1	(prob=0.0000,cumulative=0.9824)
1661	1	(prob=0.0000,cumulative=0.9824)
1664	1	(prob=0.0000,cumulative=0.9824)
1665	1	(prob=0.0000,cumulative=0.9825)
1669	4	(prob=0.0000,cumulative=0.9825)
1670	2	(prob=0.0000,cumulative=0.9825)
1671	5	(prob=0.0001,cumulative=0.9826)
1672	2	(prob=0.0000,cumulative=0.9826)
1673	1	(prob=0.0000,cumulative=0.9826)
1674	2	(prob=0.0000,cumulative=0.9827)
1676	1	(prob=0.0000,cumulative=0.9827)
1677	2	(prob=0.0000,cumulative=0.9827)
1681	1	(prob=0.0000,cumulative=0.9827)
1682	1	(prob=0.0000,cumulative=0.9827)
1683	2	(prob=0.0000,cumulative=0.9827)
1684	1	(prob=0.0000,cumulative=0.9827)
1685	3	(prob=0.0000,cumulative=0.9828)
1686	1	(prob=0.0000,cumulative=0.9828)
1687	2	(prob=0.0000,cumulative=0.9828)
1688	1	(prob=0.0000,cumulative=0.9828)
1690	1	(prob=0.0000,cumulative=0.9828)
1691	1	(prob=0.0000,cumulative=0.9829)
1692	1	(prob=0.0000,cumulative=0.9829)
1693	2	(prob=0.0000,cumulative=0.9829)
1694	1	(prob=0.0000,cumulative=0.9829)
1695	2	(prob=0.0000,cumulative=0.9829)
1696	2	(prob=0.0000,cumulative=0.9830)
1697	3	(prob=0.0000,cumulative=0.9830)
1698	2	(prob=0.0000,cumulative=0.9830)
1699	3	(prob=0.0000,cumulative=0.9830)
1700	1	(prob=0.0000,cumulative=0.9831)
1701	1	(prob=0.0000,cumulative=0.9831)
1702	2	(prob=0.0000,cumulative=0.9831)
1704	1	(prob=0.0000,cumulative=0.9831)
1705	1	(prob=0.0000,cumulative=0.9831)
1707	2	(prob=0.0000,cumulative=0.9831)
1708	1	(prob=0.0000,cumulative=0.9832)
1711	1	(prob=0.0000,cumulative=0.9832)
1712	1	(prob=0.0000,cumulative=0.9832)
1713	4	(prob=0.0000,cumulative=0.9832)
1714	1	(prob=0.0000,cumulative=0.9832)
1715	1	(prob=0.0000,cumulative=0.9832)
1716	1	(prob=0.0000,cumulative=0.9833)
1718	1	(prob=0.0000,cumulative=0.9833)
1719	1	(prob=0.0000,cumulative=0.9833)
1720	1	(prob=0.0000,cumulative=0.9833)
1722	1	(prob=0.0000,cumulative=0.9833)
1724	1	(prob=0.0000,cumulative=0.9833)
1726	2	(prob=0.0000,cumulative=0.9833)
1727	2	(prob=0.0000,cumulative=0.9834)
1728	1	(prob=0.0000,cumulative=0.9834)
1729	1	(prob=0.0000,cumulative=0.9834)
1730	1	(prob=0.0000,cumulative=0.9834)
1732	2	(prob=0.0000,cumulative=0.9834)
1733	2	(prob=0.0000,cumulative=0.9835)
1737	3	(prob=0.0000,cumulative=0.9835)
1739	2	(prob=0.0000,cumulative=0.9835)
1740	2	(prob=0.0000,cumulative=0.9835)
1741	1	(prob=0.0000,cumulative=0.9835)
1743	1	(prob=0.0000,cumulative=0.9836)
1744	1	(prob=0.0000,cumulative=0.9836)
1745	1	(prob=0.0000,cumulative=0.9836)
1746	1	(prob=0.0000,cumulative=0.9836)
1747	1	(prob=0.0000,cumulative=0.9836)
1750	1	(prob=0.0000,cumulative=0.9836)
1751	1	(prob=0.0000,cumulative=0.9836)
1753	1	(prob=0.0000,cumulative=0.9836)
1754	1	(prob=0.0000,cumulative=0.9837)
1756	2	(prob=0.0000,cumulative=0.9837)
1757	1	(prob=0.0000,cumulative=0.9837)
1758	2	(prob=0.0000,cumulative=0.9837)
1759	3	(prob=0.0000,cumulative=0.9838)
1761	1	(prob=0.0000,cumulative=0.9838)
1764	4	(prob=0.0000,cumulative=0.9838)
1767	2	(prob=0.0000,cumulative=0.9838)
1768	2	(prob=0.0000,cumulative=0.9839)
1769	2	(prob=0.0000,cumulative=0.9839)
1771	2	(prob=0.0000,cumulative=0.9839)
1774	2	(prob=0.0000,cumulative=0.9839)
1775	1	(prob=0.0000,cumulative=0.9839)
1777	2	(prob=0.0000,cumulative=0.9840)
1780	2	(prob=0.0000,cumulative=0.9840)
1781	1	(prob=0.0000,cumulative=0.9840)
1782	1	(prob=0.0000,cumulative=0.9840)
1783	1	(prob=0.0000,cumulative=0.9840)
1784	2	(prob=0.0000,cumulative=0.9841)
1785	1	(prob=0.0000,cumulative=0.9841)
1788	1	(prob=0.0000,cumulative=0.9841)
1789	1	(prob=0.0000,cumulative=0.9841)
1790	1	(prob=0.0000,cumulative=0.9841)
1791	2	(prob=0.0000,cumulative=0.9841)
1793	1	(prob=0.0000,cumulative=0.9841)
1795	2	(prob=0.0000,cumulative=0.9842)
1796	1	(prob=0.0000,cumulative=0.9842)
1798	2	(prob=0.0000,cumulative=0.9842)
1802	1	(prob=0.0000,cumulative=0.9842)
1803	1	(prob=0.0000,cumulative=0.9842)
1805	1	(prob=0.0000,cumulative=0.9842)
1807	1	(prob=0.0000,cumulative=0.9842)
1808	1	(prob=0.0000,cumulative=0.9843)
1813	1	(prob=0.0000,cumulative=0.9843)
1815	1	(prob=0.0000,cumulative=0.9843)
1817	1	(prob=0.0000,cumulative=0.9843)
1818	2	(prob=0.0000,cumulative=0.9843)
1819	1	(prob=0.0000,cumulative=0.9843)
1821	1	(prob=0.0000,cumulative=0.9843)
1822	2	(prob=0.0000,cumulative=0.9844)
1823	2	(prob=0.0000,cumulative=0.9844)
1824	2	(prob=0.0000,cumulative=0.9844)
1826	1	(prob=0.0000,cumulative=0.9844)
1827	2	(prob=0.0000,cumulative=0.9844)
1828	2	(prob=0.0000,cumulative=0.9845)
1829	1	(prob=0.0000,cumulative=0.9845)
1830	1	(prob=0.0000,cumulative=0.9845)
1838	2	(prob=0.0000,cumulative=0.9845)
1839	1	(prob=0.0000,cumulative=0.9845)
1840	1	(prob=0.0000,cumulative=0.9845)
1841	3	(prob=0.0000,cumulative=0.9846)
1845	2	(prob=0.0000,cumulative=0.9846)
1846	2	(prob=0.0000,cumulative=0.9846)
1847	2	(prob=0.0000,cumulative=0.9846)
1849	1	(prob=0.0000,cumulative=0.9847)
1850	1	(prob=0.0000,cumulative=0.9847)
1853	2	(prob=0.0000,cumulative=0.9847)
1854	3	(prob=0.0000,cumulative=0.9847)
1855	2	(prob=0.0000,cumulative=0.9848)
1857	2	(prob=0.0000,cumulative=0.9848)
1859	1	(prob=0.0000,cumulative=0.9848)
1860	1	(prob=0.0000,cumulative=0.9848)
1866	2	(prob=0.0000,cumulative=0.9848)
1867	1	(prob=0.0000,cumulative=0.9848)
1868	1	(prob=0.0000,cumulative=0.9849)
1869	3	(prob=0.0000,cumulative=0.9849)
1870	1	(prob=0.0000,cumulative=0.9849)
1873	2	(prob=0.0000,cumulative=0.9849)
1875	1	(prob=0.0000,cumulative=0.9849)
1877	1	(prob=0.0000,cumulative=0.9849)
1879	2	(prob=0.0000,cumulative=0.9850)
1880	1	(prob=0.0000,cumulative=0.9850)
1881	1	(prob=0.0000,cumulative=0.9850)
1882	1	(prob=0.0000,cumulative=0.9850)
1883	1	(prob=0.0000,cumulative=0.9850)
1884	1	(prob=0.0000,cumulative=0.9850)
1890	1	(prob=0.0000,cumulative=0.9850)
1892	1	(prob=0.0000,cumulative=0.9851)
1893	1	(prob=0.0000,cumulative=0.9851)
1894	1	(prob=0.0000,cumulative=0.9851)
1896	1	(prob=0.0000,cumulative=0.9851)
1897	2	(prob=0.0000,cumulative=0.9851)
1898	1	(prob=0.0000,cumulative=0.9851)
1899	1	(prob=0.0000,cumulative=0.9851)
1900	3	(prob=0.0000,cumulative=0.9852)
1902	1	(prob=0.0000,cumulative=0.9852)
1905	2	(prob=0.0000,cumulative=0.9852)
1906	1	(prob=0.0000,cumulative=0.9852)
1907	2	(prob=0.0000,cumulative=0.9852)
1908	2	(prob=0.0000,cumulative=0.9853)
1909	1	(prob=0.0000,cumulative=0.9853)
1910	2	(prob=0.0000,cumulative=0.9853)
1911	2	(prob=0.0000,cumulative=0.9853)
1914	1	(prob=0.0000,cumulative=0.9853)
